dataset,scene,image_path,rotation_matrix,translation_vector
heritage,dioscuri,heritage/dioscuri/images/IMG_0376.png,0.16897731123475745;0.7695330564791353;-0.6158453890983939;0.9366832133932789;0.06905765269759367;0.3433010316779429;0.30671032919533914;-0.6348621232911748;-0.7091395196822048,13.806098340464683;-3.389651959642924;22.88233928050917
heritage,dioscuri,heritage/dioscuri/images/IMG_0373.png,0.003789459589629729;0.9567208487137744;-0.2909825727297316;0.9741440955592273;0.062200924236856525;0.21719651496093517;0.22589581909170753;-0.28428201255175434;-0.9317482579841028,3.636640065533996;0.18218181987779175;26.50333502462472
heritage,dioscuri,heritage/dioscuri/images/IMG_0370.png,0.1552050839622956;0.923315437321698;-0.3512833402193996;0.8427280748030453;0.06180300279686923;0.5347801237742883;0.5154811091116819;-0.3790369270252331;-0.7685117006918363,6.448299442892806;-3.357750853193336;24.412081835027045
heritage,dioscuri,heritage/dioscuri/images/IMG_0369.png,0.17964975699048613;0.9253739027078168;-0.3337800248675217;0.7901879653003431;0.06635413893006059;0.6092619368886869;0.5859427824521464;-0.3732027176135703;-0.7192988163886289,6.297421257774714;-5.665970748209135;24.16871904265425
heritage,dioscuri,heritage/dioscuri/images/IMG_0364.png,0.20263750117845292;0.9172995357864228;-0.3427821535059338;0.7427617050291203;0.08413940464432212;0.6642481540270421;0.6381560096546819;-0.3892070428860609;-0.6642851685153759,6.7680502782746;-7.562013731336685;23.484468334610302
heritage,dioscuri,heritage/dioscuri/images/IMG_0363.png,0.07809414207978072;0.9749840130190146;-0.20810449137431153;0.7422301364478916;0.08249936500559407;0.6650475767358438;0.6655792436076768;-0.20639774497559718;-0.7172197998853775,2.1369694282161555;-7.573068598517257;24.275937457777665
heritage,dioscuri,heritage/dioscuri/images/IMG_0359.png,0.2829947498719786;0.8482927668134445;-0.44756379804100266;0.7808746403412875;0.06717380620265356;0.6210655970443969;0.5569100175223652;-0.5252495231147188;-0.6434004747052955,10.296788761641343;-6.055988096832821;22.674687892787226
heritage,dioscuri,heritage/dioscuri/images/IMG_0354.png,0.20125366533652267;0.9134585817939364;-0.3536811862901751;0.7542513999738473;0.08586264145070088;0.6509473346136384;0.6249814299850089;-0.3977700669358103;-0.6716972428287724,7.018991048306961;-7.149539658106266;23.51506876854125
heritage,dioscuri,heritage/dioscuri/images/IMG_0349.png,-0.5869507885050276;-0.15940362090450066;-0.7937753192912093;0.4338176412835293;0.7658796553210145;-0.4745846686067293;0.6835868825427548;-0.6229115821751096;-0.38038156475778395,7.584973027231413;12.215890433547433;17.7431288825104
heritage,dioscuri,heritage/dioscuri/images/IMG_0348.png,-0.5285081265161187;-0.17233986235203488;-0.8312509440902335;0.4565323164204701;0.7678339302600572;-0.4494544466407618;0.7157215969007659;-0.6170332465806646;-0.3271277553860914,9.139930177398353;12.051492394570333;17.09580781094127
heritage,dioscuri,heritage/dioscuri/images/IMG_0342.png,0.1859597502261392;0.9271979853560386;-0.3251505301357132;0.5923874616231999;0.15821577477371895;0.789965102978843;0.7838979950270661;-0.33951681042984494;-0.5198386950084526,5.765344503481112;-7.3121144314559;20.758137662108794
heritage,dioscuri,heritage/dioscuri/images/IMG_0339.png,0.3811634913373658;0.8242138969433686;-0.41879093227640024;0.5552656564473046;0.15808973737985332;0.8165094523061648;0.7391849860769995;-0.5437638154756123;-0.3973996342949384,10.339844596262159;-8.309457169137419;18.58121302656557
heritage,dioscuri,heritage/dioscuri/images/IMG_0338.png,0.31738502030241467;0.8175510656718794;-0.4804966221592096;0.690376762865571;0.14816417062111797;0.7081153181787636;0.6501128165040981;-0.5564688972107341;-0.5173931698951759,10.640080010003473;-4.473518890301817;19.586398924272597
heritage,dioscuri,heritage/dioscuri/images/IMG_0334.png,0.11332738258459074;0.9714925480438275;-0.20822856060549688;0.37974558910160433;0.15131407229098504;0.9126320940469899;0.9181231899447923;-0.1825000838959529;-0.35177198220376904,2.6391240037092483;-6.434651973870282;20.089289699738195
heritage,dioscuri,heritage/dioscuri/images/IMG_0333.png,0.1552197505826196;0.9751579541953195;-0.15803098872901;0.2175370145271045;0.12230298412918073;0.9683592450034914;0.9636308817901716;-0.18468606997469117;-0.19314911135596713,2.6492684329951715;-9.788267000328885;18.71985088354835
heritage,dioscuri,heritage/dioscuri/images/IMG_0324.png,0.23528070441326776;0.938466153660473;-0.2528324911171699;0.35508557569691973;0.15915441312992062;0.9211862497417433;0.904741523343979;-0.30651452039828037;-0.2957898320129151,5.29538293112461;-6.926517295316584;19.34551652498778
heritage,dioscuri,heritage/dioscuri/images/IMG_0322.png,0.2724816851080095;0.9269935504704208;-0.25775315452374753;0.32327130043317154;0.16411325382655395;0.9319670091986664;0.9062281156513219;-0.33726813858516846;-0.254952554602518,5.996490202999861;-7.6184587455545065;18.884360889557072
heritage,dioscuri,heritage/dioscuri/images/IMG_0315.png,0.1300073355542951;-0.12449461849719307;-0.9836661947364622;0.5248801692770637;0.8503164304776056;-0.03824625418919203;0.841188980314028;-0.5113345852033301;0.17589212993532266,10.538693917129672;9.027854561901558;14.829390348092332
heritage,dioscuri,heritage/dioscuri/images/IMG_0314.png,0.046563279747343755;-0.15398503994525992;-0.9869754143099148;0.4901979239094606;0.8644192678021138;-0.11173775032330058;0.8703665069233912;-0.47861042291775713;0.11573334307994565,9.072556289450457;8.921470763403974;15.740264409401439
heritage,dioscuri,heritage/dioscuri/images/IMG_0312.png,0.15143679690835632;0.9774579937050523;-0.14711480919415038;-0.020405181477907097;0.1518909060375614;0.9881866125545025;0.9882563053737583;-0.14664591097327845;0.04294708003841885,2.790081400171736;-8.443795357801111;18.157640574885228
heritage,dioscuri,heritage/dioscuri/images/IMG_0306.png,0.2093018415105582;0.9580239104364063;-0.1959156098232756;0.17749632384676395;0.15980346795702782;0.9710601972327937;0.9616068812987842;-0.23801898802625815;-0.13659856213658417,4.304730536560375;-4.571992811211871;19.10100169213819
heritage,dioscuri,heritage/dioscuri/images/IMG_0299.png,0.24973753279437882;0.9615892932698127;-0.11391749550722563;-0.1784498780504416;0.16133459273556272;0.9706321600949727;0.95172832559379;-0.22207471773192078;0.21188679526277365,5.734554146922655;-9.012515891298301;21.30826841047797
heritage,dioscuri,heritage/dioscuri/images/IMG_0293.png,0.1885939792486918;0.9731464475485607;-0.13197841723085202;-0.14537878285824207;0.16057462339779938;0.9762585722109238;0.9712349460793719;-0.1649296272483261;0.17175825328038274,4.38529031546445;-8.232601697193559;21.969953478233123
heritage,dioscuri,heritage/dioscuri/images/IMG_0286.png,0.28233917259481167;0.9498812581012118;-0.1342020384589443;-0.07095525185597318;0.1601882045916343;0.9845329305532466;0.9566869623092668;-0.26844987356630945;0.11262646904569062,6.605474053825559;-6.480147897036935;21.972088417698036
heritage,dioscuri,heritage/dioscuri/images/IMG_0283.png,0.3005530706779328;-0.13051442165768573;-0.9447930130168328;0.27124072035805163;0.9613866446503265;-0.046520867442814584;0.9143830287826381;-0.24228434787940084;0.3243485339059554,6.397993120560228;6.471358375137664;22.10827015211605
heritage,dioscuri,heritage/dioscuri/images/IMG_0282.png,0.1637143508087181;-0.1538572254688012;-0.9744360243291103;0.2631195839378005;0.9587911324621601;-0.10718044999125217;0.9507711059385843;-0.2388462235057758;0.19745071696337357,3.133810131333708;6.243865566637899;21.987729735100356
heritage,dioscuri,heritage/dioscuri/images/IMG_0279.png,0.1178182941039001;0.9855825352289427;-0.12143276257311086;-0.23491973447313885;0.14647620844687614;0.9609148967073504;0.9648479506790266;-0.08468640156907076;0.24879036448336422,2.7771201820856595;-4.131284793577958;22.98464761561493
heritage,dioscuri,heritage/dioscuri/images/IMG_0278.png,0.27360986799556575;0.9577438343589149;-0.08868138408331533;-0.20840598742632244;0.1490410128204761;0.9666197395575502;0.9389912590329628;-0.24599496792603315;0.24037864134477782,6.488463311775222;-3.429234809730654;22.10482660148973
heritage,dioscuri,heritage/dioscuri/images/IMG_0277.png,0.2467508744357505;0.9679583475565436;-0.0465901637773245;-0.35189530358540105;0.13429249972275614;0.9263558818471183;0.9029306181981709;-0.2121842640579621;0.3737567883081859,5.901936945038991;-6.882307484654748;21.648627211268295
heritage,dioscuri,heritage/dioscuri/images/IMG_0276.png,0.09586861346356423;0.9896885740517566;-0.10642243816026192;-0.34802430805784657;0.133493944017669;0.9279323509348432;0.9325707962151888;-0.05192199246955487;0.35723356049587585,2.2661330133987763;-6.7846068058502285;22.328223771150178
heritage,dioscuri,heritage/dioscuri/images/IMG_0266.png,0.1318002172924737;0.9900839259796766;0.04860578400074694;-0.5704859779902688;0.03566115581241358;0.8205327725829175;0.8106629704372488;-0.13587531594367436;0.5695291448899373,4.316139776566845;-5.014442713374171;22.123514221646385
heritage,dioscuri,heritage/dioscuri/images/IMG_0259.png,0.4216878284468447;0.8979391260820605;-0.1260345238050672;-0.7130815614545779;0.4142627034790647;0.5655980014283268;0.5600839776794955;-0.14863289796408513;0.8149933739543607,6.84851983123164;-3.01614407465359;20.586388165184616
heritage,dioscuri,heritage/dioscuri/images/IMG_0258.png,0.7680286257093215;-0.13020109098419047;-0.6270404341010056;0.18734591625502045;0.9819610914446584;0.02557190941994838;0.6123998185447297;-0.13711342310416486;0.7785668702501028,3.6844392568459967;5.2350473742209385;21.338402117483326
heritage,dioscuri,heritage/dioscuri/images/IMG_0257.png,0.7798974801759431;-0.11963004883817806;-0.614368433295681;0.12017889123617885;0.9919221656598335;-0.04058880848150815;0.6142613080086171;-0.0421790076659111;0.7879746041566706,4.079784506499395;3.1823144096452887;21.51355360567546
heritage,dioscuri,heritage/dioscuri/images/IMG_0249.png,0.16423328930674896;0.9840720904151283;-0.06804077857788793;-0.7236169587507197;0.16706835583458546;0.6696765349682543;0.6703774486748826;-0.06074771884382013;0.7395294388754428,3.5056565581391292;-2.204870156930926;21.527588379877763
heritage,dioscuri,heritage/dioscuri/images/IMG_0246.png,0.8039895455191169;-0.0743079427869388;-0.5899823220527347;0.15600084614550463;0.9837678059373844;0.0886828055658553;0.5738157776654893;-0.16333778999336845;0.8025311331420308,2.291413974292772;5.858586282595303;21.66171950535807
heritage,dioscuri,heritage/dioscuri/images/IMG_0240.png,0.0714195107244121;0.9936863704699059;-0.0865254334298913;-0.8565323951084145;0.1055508325923381;0.5051843998669272;0.5111276842607224;0.03803181406939676;0.8586629557054748,2.153582379178845;-3.0087127747970785;26.62103102600981
heritage,dioscuri,heritage/dioscuri/images/IMG_0238.png,0.18015329600662688;0.9833939868094551;0.02193300355524519;-0.7931564837930963;0.1320425973621463;0.5945313656139855;0.581762479157019;-0.12450308907358026;0.8037732258891281,6.218384788134957;0.014279887110213649;26.38644109449989
heritage,dioscuri,heritage/dioscuri/images/IMG_0237.png,0.12218957795279028;0.9908535211014761;-0.05726261223979945;-0.7917182349047803;0.13210125017140728;0.5964323064878446;0.5985415136471136;-0.02754195751862809;0.8006181967811274,3.604188535037882;0.08511034024991881;26.827175652382618
heritage,dioscuri,heritage/dioscuri/images/IMG_0095.png,0.2022797344417424;0.18118915863695967;0.9624205929979933;-0.21050651913845764;0.9678089269515144;-0.13795972714226587;-0.9564360482721198;-0.17468935200918498;0.23390963182439217,-6.67679601249193;8.431471242358986;49.3893318687993
heritage,dioscuri,heritage/dioscuri/images/IMG_0094.png,0.20663135773211405;0.1821228941858557;0.9613192671610981;-0.1399912176017271;0.9779174687147814;-0.155176942155916;-0.9683521781852763;-0.10251183246748746;0.22756402002071596,-6.9022925112910345;4.8066869003906065;49.86922725377434
heritage,dioscuri,heritage/dioscuri/images/IMG_0092.png,-0.18257502588811025;0.9686623615268309;-0.1684030560388356;-0.3548058725539801;-0.2246526875567696;-0.9075483253109609;-0.9169401031273334;-0.10594526574974372;0.3847030646382368,7.294580028096145;6.60538733794271;55.586900969091396
heritage,dioscuri,heritage/dioscuri/images/archive_0171.png,0.736159770580123;-0.015100848487987761;-0.676639310529889;0.08454583144579546;0.9939718118444336;0.06979999744865964;0.6715063622666281;-0.1085909832059577;0.7329987747614614,2.3882689509636337;2.3761067693500695;11.237095625056858
heritage,dioscuri,heritage/dioscuri/images/IMG_0085.png,-0.17724804707429365;0.9640604311414208;-0.1979156762759512;-0.5168678589294448;-0.2623197977791092;-0.8148840040759294;-0.8375146244777109;-0.04214034646921516;0.544787522787934,6.639276412066052;6.536587744712871;57.3932109362484
heritage,dioscuri,heritage/dioscuri/images/IMG_0081.png,0.5138014165153066;0.2312173547245292;0.8261638089755904;-0.22447901420251232;0.9656799887883555;-0.13065730533112155;-0.8280200943029902;-0.11832452885143;0.5480711899950175,-6.001613164823525;10.761077552224888;56.808825014858364
heritage,dioscuri,heritage/dioscuri/images/archive_0160.png,-0.19688244632481577;-0.14398736252198738;-0.9697963403535395;-0.0069024323607382865;-0.9889289306944287;0.14822930365848652;-0.9804028043394519;0.0358777015642886;0.19370888408589393,10.074316044370487;-5.3509588410918445;0.8545855006386199
heritage,dioscuri,heritage/dioscuri/images/IMG_0079.png,0.5218125901790973;0.23171671010121042;0.8209865936727916;-0.08495472358607108;0.9717330386246175;-0.22026710282241846;-0.8488193657492717;0.04519145832166975;0.5267479629042385,-6.57323617731191;1.2366087857539203;57.793640349092904
heritage,dioscuri,heritage/dioscuri/images/archive_0156.png,-0.06969276554122295;0.03378107284152779;0.9969963678714641;0.2829037341409427;0.9590639587488274;-0.012720072253655346;-0.9566129811163587;0.2811674983825528;-0.07639661126627462,-10.390942188334169;3.2752746349424116;4.406784972583094
heritage,dioscuri,heritage/dioscuri/images/IMG_0068.png,0.0005299906817568534;0.9934238793578062;-0.11449329688485899;-0.699788431399326;-0.08141986293634629;-0.7096949747596482;-0.7143499635259655;0.08049721635630525;0.6951433864817661,0.6236847047524477;6.379766466644324;58.27078001270885
heritage,dioscuri,heritage/dioscuri/images/IMG_0055.png,0.7856627215026956;0.06410889137952702;0.6153244169436687;-0.08751639838510325;0.9961312819623184;0.007959215401542232;-0.6124336437971691;-0.06010423564272532;0.788233793238482,-6.586804718731571;8.984641372296041;55.39428550924419
heritage,dioscuri,heritage/dioscuri/images/IMG_0054.png,0.7863623107689752;0.06533743243332352;0.6143006886900735;-0.04451700866131007;0.9977992937946155;-0.04914066791177463;-0.6161595184219153;0.011295540092769188;0.7875403853975276,-6.641187251502507;4.9988982423822454;55.88976346463941
heritage,dioscuri,heritage/dioscuri/images/IMG_0053.png,0.7867462509587828;0.06739445516414488;0.6135864438002425;4.046509994950348e-05;0.9940163265847923;-0.10923159270765534;-0.6172765465857875;0.0859623748857806;0.7820358912090422,-6.681168554686088;0.8209826450962765;56.20340500396681
heritage,dioscuri,heritage/dioscuri/images/archive_0132.png,-0.8712276798431788;-0.13569997097432693;-0.47174977239277976;0.47652777981542926;-0.003121241403394537;-0.879153873287424;0.11782871016543633;-0.9907450609161113;0.06738411779552356,5.949139050171647;10.549261388191251;-9.4768620630957
heritage,dioscuri,heritage/dioscuri/images/3DOM_FBK_IMG_1583.png,-0.9962121203040983;0.016531645779790435;-0.08537046355165613;0.014047243288367579;0.9994625024684879;0.029620619767745535;0.0858142547320113;0.02830920075239643;-0.9959088827987981,1.778515309814108;-3.2268368091680038;24.69365155879996
heritage,dioscuri,heritage/dioscuri/images/3DOM_FBK_IMG_1580.png,-0.9404365578900096;-0.014231864165943235;-0.33967121548101936;-0.053490637572945136;0.9928731271017651;0.10649744208760106;0.335734764771286;0.11832331774221111;-0.9344954575611619,3.3759099601053153;-4.187283712199912;22.75303453797819
heritage,dioscuri,heritage/dioscuri/images/3DOM_FBK_IMG_1577.png,-0.8215849026103808;-0.02368701036910904;-0.5695938670161969;-0.06607065743926765;0.9963599243747981;0.053866216921084835;0.5662445726258523;0.08188911185023405;-0.8201592877802126,5.339600836807597;-3.180331116665253;22.492082255962128
heritage,dioscuri,heritage/dioscuri/images/3DOM_FBK_IMG_1573.png,-0.4740494382616327;0.13706153799333926;0.8697650630410096;-0.6569868434227248;0.6025978918284662;-0.45303870511616584;-0.5862127750682982;-0.7861869469577759;-0.19561356491802084,-5.769401294642348;11.893652785280544;10.044493640848216
heritage,dioscuri,heritage/dioscuri/images/archive_0116.png,-0.21427433934994844;0.9415226504171167;0.2600415471567406;0.8411334932274627;0.042517253324776405;0.539153716244897;0.4965691835657035;0.3342564613006681;-0.8010565922652693,4.792177760201292;-6.031570270425336;13.047963913451227
heritage,dioscuri,heritage/dioscuri/images/3DOM_FBK_IMG_1570.png,-0.5876686548871106;-0.49517542320203334;0.639880342188961;-0.8014709787488044;0.4646241138815024;-0.37652184933050364;-0.11085947089269416;-0.7341156128679707;-0.6699137591189455,-9.781318220299688;9.964343231041141;16.327136774386712
heritage,dioscuri,heritage/dioscuri/images/3DOM_FBK_IMG_1566.png,-0.6797909958035957;-0.10299481401205324;-0.7261379141120357;0.5121700211572147;0.6420008095247614;-0.5705408223759009;0.5249438745734383;-0.7597545846233332;-0.3836755135419154,6.463046138395796;12.886027539095718;13.244002597676706
heritage,dioscuri,heritage/dioscuri/images/archive_0069.png,-0.9791955499906868;0.007108398426958561;0.20279434299368448;0.07531078165817182;0.9407387788932458;0.33066423461342187;-0.18842600946915927;0.33905754756124884;-0.921702565037811,-0.29155397740038524;-0.9464375949419329;13.408536679657168
heritage,dioscuri,heritage/dioscuri/images/archive_0070.png,0.15266299093513302;0.09212047392585705;0.9839755228065459;0.10743682520509955;0.9881983916060669;-0.10918455667827459;-0.9824211621237546;0.12238364723629527;0.14096419084488676,-10.417611200824124;4.680420497278856;2.528800628670083
heritage,dioscuri,heritage/dioscuri/images/archive_0064.png,-0.9722820784620965;0.00800402968456088;-0.23367390827868362;-0.048351741625319467;0.970927028206175;0.2344414958588255;0.22875679002649152;0.23924180530905131;-0.943627940244057,4.418168218513063;0.976671381970037;11.913783883364632
heritage,dioscuri,heritage/dioscuri/images/archive_0066.png,-0.9776034852299169;0.17303798844971696;-0.11978848116407431;0.04674028523084585;0.7334878668864238;0.6780935738280839;0.2051993455224927;0.6573076933093659;-0.7251481399779367,3.650555954964479;-5.680106238646066;10.305514844051892
heritage,dioscuri,heritage/dioscuri/images/archive_0072.png,-0.9994346657476239;0.008168887813427677;-0.03261315951924849;0.009508381837874039;0.9991085322135617;-0.04113066414352562;0.03224809415704288;-0.0414175099439108;-0.9986213748429809,2.5172670345691466;4.175683737212881;12.309229489252013
heritage,dioscuri,heritage/dioscuri/images/archive_0062.png,-0.9879346306799099;0.10895941652777139;-0.11005912526128074;0.0015707098697048671;0.7176610140042105;0.696390839865771;0.1548634830224862;0.6878157562373635;-0.709173312454557,3.4017567477331485;-5.803135967018921;10.162152001619503
heritage,dioscuri,heritage/dioscuri/images/archive_0071.png,0.14804777196613328;0.12191933197053048;0.9814364644273837;0.25296546225149785;0.9546915438358908;-0.15675627909633932;-0.956080714230629;0.27147694675626327;0.1104985758104926,-10.415010101454833;4.643383357693321;3.3590817136675515
heritage,dioscuri,heritage/dioscuri/images/3DOM_FBK_IMG_1524.png,0.04218417822486831;-0.8925017483298262;0.4490669486120038;-0.9791347505947966;0.0524974849795804;0.1963139176127971;-0.1987854000804835;-0.44797839601818107;-0.8716649134936083,-7.474326183182242;-0.16665816514771684;23.551670587855366
heritage,dioscuri,heritage/dioscuri/images/archive_0068.png,-0.999407841399298;0.006729925392398339;-0.03374425364130777;0.0004554862845703449;0.983187928634309;0.18259597344963932;0.034405800119176544;0.18247247762879085;-0.9826087908349743,2.235088656272198;1.116475414222816;13.19743783952276
heritage,dioscuri,heritage/dioscuri/images/archive_0063.png,-0.6009064170009146;0.08707343090958775;0.7945625813217967;0.08241636831819188;0.9955002012363764;-0.04676421250886394;-0.7950591300276753;0.03738404697149972;-0.6053787350012136,-7.408945570190279;4.135085848873345;9.438519023781577
heritage,dioscuri,heritage/dioscuri/images/3DOM_FBK_IMG_1516.png,-0.08838294128174473;-0.9947002076888449;0.05253525020552563;0.23885858515709663;-0.07236727780745866;-0.9683540434156759;0.9670238011482128;-0.07303748302418173;0.24398871712920356,-1.4905089706030663;6.617873078533916;17.352060222344775
heritage,dioscuri,heritage/dioscuri/images/3DOM_FBK_IMG_1528.png,0.27771068012170863;-0.919035105983737;0.27973425266813423;-0.43440452670633845;0.13958023877928993;0.8898370997656588;-0.8568369070735576;-0.3686350918073021;-0.3604700871984279,-5.640865059180384;-5.106756362355339;19.847092041148173
heritage,dioscuri,heritage/dioscuri/images/3DOM_FBK_IMG_1520.png,-0.27071039368514405;-0.9122476736826599;0.3074411563395665;-0.6532466086933288;-0.06050176106377125;-0.7547240589373359;0.7070959984199454;-0.40514653987015325;-0.5795442435653582,-6.194308919274043;7.176084081155834;19.342462292168538
heritage,dioscuri,heritage/dioscuri/images/3DOM_FBK_IMG_1533.png,0.3876719600581152;-0.9162375675693771;0.10108991620953262;0.1185296491826594;0.15830396337605257;0.9802502626595258;-0.9141450506617288;-0.3680333883684803;0.16997132521893377,-5.1903921615211095;-7.382972499270722;14.688182363218592
heritage,dioscuri,heritage/dioscuri/images/3DOM_FBK_IMG_1537.png,0.2743031569437979;-0.9614199719034189;-0.02072234822348573;0.4473869078252961;0.10851004175314327;0.8877333639923932;-0.8512360029963406;-0.2527789715620354;0.4598913553643442,-2.809514414745259;-5.539437096445343;15.775919377875676
heritage,dioscuri,heritage/dioscuri/images/3DOM_FBK_IMG_1539.png,0.150029472813613;-0.9886815228325001;-6.080195722368842e-05;0.7308996898337832;0.11087043442185651;0.6734191786487733;-0.6657903579116695;-0.10107716448692788;0.7392608512095941,-2.4050026941430063;-5.869509307988594;13.781016028573713
heritage,dioscuri,heritage/dioscuri/images/3DOM_FBK_IMG_1541.png,0.13294152056649478;-0.9878682472673875;-0.08026754107563044;0.8677756528798927;0.07688705036228027;0.49097229835853695;-0.47884440936315037;-0.13492482176177945;0.8674694946188066,-2.348781339520392;-5.801293445586009;10.845935177165641
heritage,dioscuri,heritage/dioscuri/images/archive_0092.png,0.36923151214640604;0.02758365100926691;0.9289280018575593;0.004821310233220733;0.9994891161807594;-0.031595278188987344;-0.9293249406992764;0.016144622423687298;0.3689098884024161,-10.586314746358646;4.223358778563793;-0.02616277611301019
heritage,dioscuri,heritage/dioscuri/images/3DOM_FBK_IMG_1546.png,0.9893795980057227;0.030467834779000644;0.14212572636195722;-0.06214717239037934;0.9725752973746232;0.2241317021319022;-0.13139916291177386;-0.2305840453729242;0.9641396465271731,-2.9235076750769804;3.1591878889640386;9.82468240032398
heritage,dioscuri,heritage/dioscuri/images/archive_0095.png,-0.03855890558754038;0.9991312425382987;-0.01581047070036337;0.9925549396526597;0.04012487355764782;0.11499863604881744;0.11553312326340351;-0.011258539241777062;-0.9932398213539093,3.346187243805493;-2.9166004529852323;11.723170801345915
heritage,dioscuri,heritage/dioscuri/images/3DOM_FBK_IMG_1548.png,0.999480747964778;-0.007469107391578746;-0.03134400871842653;0.000606613126086722;0.9769518395329202;-0.21345897791790971;0.032215935005568186;0.21332912522207667;0.9764490861605128,-3.0450389713898107;-1.4919013594952502;10.777329926789493
